id,name,set_name,rarity,type,supertype,color,cost,might,tags,effect,flavor,promo,banned,errata,url
OGN-181,Pack of Wonders,Origins,Uncommon,Gear,,Chaos,2,,,"{Exhaust}: Return another friendly gear, unit, or [Hidden] card to its owner's hand.",“I know I put it in here somewhere...” —Teemo,False,False,"{Exhaust}: Return another friendly gear, unit, or facedown card to its owner's hand.",https://riftbound.gg/cards/ogn-181-pack-of-wonders/
OGN-182,Scrapheap,Origins,Uncommon,Gear,,Chaos,2,,,"When this is played, discarded, or killed, draw 1.",The parts that make it to the heap are the ones that DIDN’T blow up.,False,True,,https://riftbound.gg/cards/ogn-182-scrapheap/
OGN-183,Stacked Deck,Origins,Uncommon,Spell,,Chaos,1,,,"[Action] (Play on your turn or in showdowns.)
Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.","“Just lucky, I guess.”",False,False,,https://riftbound.gg/cards/ogn-183-stacked-deck/
OGN-183-P,Stacked Deck (Origins Nexus Night Promo),Origins,Uncommon,Spell,,Chaos,1,,,"[Action] (Play on your turn or in showdowns.)
Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.",,True,False,,https://riftbound.gg/cards/ogn-183-p-stacked-deck/
OGN-184,The Syren,Origins,Uncommon,Gear,,Chaos,2,,,"{1 Energy}, {Exhaust}: Move a friendly unit at a battlefield to your base.","Without a ship, a pirate’s just another common criminal.",False,False,"{1 Energy}, {Exhaust}: Move a friendly unit at a battlefield to its base.",https://riftbound.gg/cards/ogn-184-the-syren/
OGN-185,Traveling Merchant,Origins,Uncommon,Unit,,Chaos,2,2,Bilgewater,"When I move, discard 1, then draw 1.","Payment first, refund never.",False,False,,https://riftbound.gg/cards/ogn-185-traveling-merchant/
OGN-186,Treasure Trove,Origins,Uncommon,Gear,,Chaos,2,,,"When this leaves the board, draw 1 and channel 1 rune exhausted.
{Chaos Rune}, {Exhaust}: Kill this.",“We’re gonna be rich!” — Common last words,False,False,,https://riftbound.gg/cards/ogn-186-treasure-trove/
OGN-187,Whirlwind,Origins,Uncommon,Spell,,Chaos,3,,,"Starting with the next player, each player may return a unit to its owner's hand.",“The storm approaches.” —Janna,False,False,,https://riftbound.gg/cards/ogn-187-whirlwind/
OGN-188,Zaunite Bouncer,Origins,Uncommon,Unit,,Chaos,4,2,Zaun,"When you play me, return another unit at a battlefield to its owner's hand.","If he had things his way, NOBODY would get in.",False,False,,https://riftbound.gg/cards/ogn-188-zaunite-bouncer/
OGN-189,Kayn - Unleashed,Origins,Rare,Unit,Champion,Chaos,6,6,Kayn; Ionia,"[Ganking] (I can move from battlefield to battlefield.)
If I have moved twice this turn, I don't take damage.",“I will survive eternity. They will die today.”,False,False,,https://riftbound.gg/cards/ogn-189-kayn-unleashed/
OGN-190,Kog'Maw - Caustic,Origins,Rare,Unit,Champion,Chaos,3,1,Kog'Maw; The Void,"[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)",“Oblivion come.”,False,False,,https://riftbound.gg/cards/ogn-190-kogmaw-caustic/
OGN-191,Maddened Marauder,Origins,Rare,Unit,,Chaos,5,4,Pirate; Bilgewater,"[Tank] (I must be assigned combat damage first.)
When you play me, move a unit from a battlefield to its base.","They know no fear. Nor much of anything else, really.",False,False,,https://riftbound.gg/cards/ogn-191-maddened-marauder/
OGN-192,Mindsplitter,Origins,Rare,Unit,,Chaos,7,7,Dragon; Mount Targon,"When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",Its victims go mad deciding which half to run from first.,False,False,,https://riftbound.gg/cards/ogn-192-mindsplitter/
OGN-193,Miss Fortune - Buccaneer,Origins,Rare,Unit,Champion,Chaos,4,4,Pirate; Miss Fortune; Bilgewater,"You may play me to an open battlefield.
Friendly units may be played to open battlefields.",“I always shoot first.”,False,False,,https://riftbound.gg/cards/ogn-193-miss-fortune-buccaneer/
OGN-193-P,Miss Fortune - Buccaneer (Regional Qualifier Houston Participation Promo),Origins,Rare,Unit,Champion,Chaos,4,4,Pirate; Miss Fortune; Bilgewater,"You may play me to an open battlefield.
Friendly units may be played to open battlefields.",“I always shoot first.”,True,False,,https://riftbound.gg/cards/ogn-193-p-miss-fortune-buccaneer/
OGN-193a,Miss Fortune - Buccaneer,Origins,Showcase,Unit,Champion,Chaos,4,4,Pirate; Miss Fortune; Bilgewater,"You may play me to an open battlefield.
Friendly units may be played to open battlefields.",“I always shoot first.”,False,False,,https://riftbound.gg/cards/ogn-193a-miss-fortune-buccaneer/
OGN-193a-P,Miss Fortune - Buccaneer (Regional Qualifier Houston Top 8 Promo),Origins,Showcase,Unit,Champion,Chaos,4,4,Pirate; Miss Fortune; Bilgewater,"You may play me to an open battlefield.
Friendly units may be played to open battlefields.",“I always shoot first.”,True,False,,https://riftbound.gg/cards/ogn-193a-p-miss-fortune-buccaneer/
OGN-193b,Miss Fortune - Buccaneer (Regional Qualifier Houston Champion Promo),Origins,Showcase,Unit,Champion,Chaos,4,4,Pirate; Miss Fortune; Bilgewater,"You may play me to an open battlefield.
Friendly units may be played to open battlefields.",“I always shoot first.”,True,False,,https://riftbound.gg/cards/ogn-193b-miss-fortune-buccaneer/
OGN-194,Nocturne - Horrifying,Origins,Rare,Unit,Champion,Chaos,4,4,Nocturne,"[Ganking] (I can move from battlefield to battlefield.)
When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for {Any Rune}.",,False,False,"[Ganking] (I can move from battlefield to battlefield.)
As you look at or reveal me from the top of your deck, you may banish me. If you do, you may play me for {Any Rune}.",https://riftbound.gg/cards/ogn-194-nocturne-horrifying/
OGN-195,Rhasa the Sunderer,Origins,Rare,Unit,,Chaos,10,6,Spirit; Shadow Isles,I cost {1 Energy} less for each card in your trash.,"It feeds well on death, but better on madness.",False,False,,https://riftbound.gg/cards/ogn-195-rhasa-the-sunderer/
OGN-196,Soulgorger,Origins,Rare,Unit,,Chaos,8,5,Spirit; Shadow Isles,"When you play me, you may play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)",,False,False,,https://riftbound.gg/cards/ogn-196-soulgorger/
OGN-197,Teemo - Scout,Origins,Rare,Unit,Champion,Chaos,2,1,Yordle; Teemo; Bandle City,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, give me +3 {Might} this turn.","""Reporting in!""",False,False,,https://riftbound.gg/cards/ogn-197-teemo-scout/
OGN-197-P,Teemo - Scout (Origins Store Demo Promo),Origins,Rare,Unit,Champion,Chaos,2,1,Yordle; Teemo; Bandle City,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, give me +3 {Might} this turn.",,True,False,,https://riftbound.gg/cards/ogn-197-p-teemo-scout/
OGN-197a,Teemo - Scout,Origins,Showcase,Unit,Champion,Chaos,2,1,Yordle; Teemo; Bandle City,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, give me +3 {Might} this turn.",“Reporting in!”,False,False,,https://riftbound.gg/cards/ogn-197a-teemo-scout/
OGN-197b,Teemo - Scout (GGEZ Origins Nexus Night Promo),Origins,Showcase,Unit,Champion,Chaos,2,1,Yordle; Teemo; Bandle City,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, give me +3 {Might} this turn.",,True,False,,https://riftbound.gg/cards/ogn-197b-teemo-scout/
OGN-198,The Harrowing,Origins,Rare,Spell,,Chaos,6,,,"Play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)",,False,False,,https://riftbound.gg/cards/ogn-198-the-harrowing/
OGN-199,Tideturner,Origins,Rare,Unit,,Chaos,2,2,Bilgewater,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, you may choose a friendly unit. Move me to its location and it to my original location.",,False,False,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, you may choose a unit you control at another location. Move me to its location and it to my original location.",https://riftbound.gg/cards/ogn-199-tideturner/
OGN-200,Twisted Fate - Gambler,Origins,Rare,Unit,Champion,Chaos,4,4,Twisted Fate; Bilgewater,"When I attack, reveal the top rune of your rune deck, then recycle it. Do one of the following based on its domain:{Fury Rune} — Deal 2 to an enemy unit here and 1 to all other enemy units here.{Mind Rune} — Draw 1.{Order Rune} — Stun an enemy unit.",,False,False,,https://riftbound.gg/cards/ogn-200-twisted-fate-gambler/
OGN-201,Invert Timelines,Origins,Epic,Spell,,Chaos,3,,,"Each player discards their hand, then draws 4.","“Good a time as any to act reckless.”  
—Ekko",False,False,,https://riftbound.gg/cards/ogn-201-invert-timelines/
OGN-202,Jinx - Rebel,Origins,Epic,Unit,Champion,Chaos,5,5,Jinx; Zaun,"When you discard one or more cards, ready me and give me +1 {Might} this turn.",“Rules are made to be broken. Like buildings! Or people!”,False,False,,https://riftbound.gg/cards/ogn-202-jinx-rebel/
OGN-202-P,Jinx - Rebel (Origins Release Event Promo),Origins,Epic,Unit,Champion,Chaos,5,5,Jinx; Zaun,"When you discard one or more cards, ready me and give me +1 {Might} this turn.",,True,False,,https://riftbound.gg/cards/ogn-202-p-jinx-rebel/
OGN-202a,Jinx - Rebel,Origins,Showcase,Unit,Champion,Chaos,5,5,Jinx; Zaun,"When you discard one or more cards, ready me and give me +1 {Might} this turn.",“Rules are made to be broken. Like buildings! Or people!”,False,False,,https://riftbound.gg/cards/ogn-202a-jinx-rebel/
OGN-202b,Jinx - Rebel (Arcane Box Set Promo),Origins,Showcase,Unit,Champion,Chaos,5,5,Jinx; Zaun,"When you discard one or more cards, ready me and give me +1 {Might} this turn.",,True,False,,https://riftbound.gg/cards/ogn-202b-jinx-rebel/
OGN-203,Possession,Origins,Epic,Spell,,Chaos,8,,,"[Action] (Play on your turn or in showdowns.)
Choose an enemy unit at a battlefield. Take control of it and recall it. (Send it to your base. This isn't a move.)",Some have a change of heart. Others need you to change it for them.,False,False,,https://riftbound.gg/cards/ogn-203-possession/
OGN-204,Seal of Discord,Origins,Epic,Gear,,Chaos,,,,{Exhaust}: [Reaction] — [Add] {Chaos Rune}. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/ogn-204-seal-of-discord/
OGN-205,Yasuo - Windrider,Origins,Epic,Unit,Champion,Chaos,5,4,Yasuo; Ionia,"[Ganking] (I can move from battlefield to battlefield.)
The third time I move in a turn, you score 1 point.",“I will follow this path until the end.”,False,False,,https://riftbound.gg/cards/ogn-205-yasuo-windrider/
OGN-205a,Yasuo - Windrider,Origins,Showcase,Unit,Champion,Chaos,5,4,Yasuo; Ionia,"[Ganking] (I can move from battlefield to battlefield.)
The third time I move in a turn, you score 1 point.",“I will follow this path until the end.”,False,False,,https://riftbound.gg/cards/ogn-205a-yasuo-windrider/
OGN-206,Back to Back,Origins,Common,Spell,,Order,3,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give two friendly units each +2 {Might} this turn.",Fight together or die alone.,False,False,,https://riftbound.gg/cards/ogn-206-back-to-back/
OGN-207,Call to Glory,Origins,Common,Spell,,Order,3,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
As you play this, you may spend a buff as an additional cost. If you do, ignore this spell's cost.
Give a unit +3 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ogn-207-call-to-glory/
OGN-208,Cruel Patron,Origins,Common,Unit,,Order,4,6,Noxus,"As an additional cost to play me, kill a friendly unit.","Fealty is a duty, not a choice.",False,False,,https://riftbound.gg/cards/ogn-208-cruel-patron/
OGN-209,Cull the Weak,Origins,Common,Spell,,Order,2,,,Each player kills one of their units.,What good is having a plank if nobody ever walks it?,False,False,,https://riftbound.gg/cards/ogn-209-cull-the-weak/
OGN-210,Daring Poro,Origins,Common,Unit,,Order,2,2,Poro,[Assault] (+1 {Might} while I'm an attacker.),"Don’t worry, they love it.",False,False,,https://riftbound.gg/cards/ogn-210-daring-poro/
OGN-210-P,Daring Poro (Origins Nexus Night Promo),Origins,Common,Unit,,Order,2,2,Poro,[Assault] (+1 {Might} while I'm an attacker.),,True,False,,https://riftbound.gg/cards/ogn-210-p-daring-poro/
OGN-211,Faithful Manufactor,Origins,Common,Unit,,Order,3,2,Piltover,"When you play me, play a 1 {Might} Recruit unit token here.",Hard work is its own reward.,False,False,,https://riftbound.gg/cards/ogn-211-faithful-manufactor/
OGN-212,Forge of the Future,Origins,Common,Gear,,Order,2,,,"When you play this, play a 1 {Might} Recruit unit token at your base.
Kill this: Recycle up to 4 cards from trashes.","“What do we make? Beats me, but we do it better than anyone else.”",False,False,,https://riftbound.gg/cards/ogn-212-forge-of-the-future/
OGN-213,Hidden Blade,Origins,Common,Spell,,Order,2,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Action] (Play on your turn or in showdowns.)
Kill a unit at a battlefield. Its controller draws 2.",Not every Noxian decree is read aloud.,False,False,,https://riftbound.gg/cards/ogn-213-hidden-blade/
OGN-214,Order Rune,Origins,Common,Rune,Basic,Order,,,,,,False,False,,https://riftbound.gg/cards/ogn-214-order-rune/
OGN-214a,Order Rune,Origins,Showcase,Rune,Basic,Order,,,,,,False,False,,https://riftbound.gg/cards/ogn-214a-order-rune/
OGN-214b,Order Rune (Origins Nexus Night Promo),Origins,Showcase,Rune,,Order,,,,,,True,False,,https://riftbound.gg/cards/ogn-214b-order-rune/
OGN-215,Petty Officer,Origins,Common,Unit,,Order,5,5,Pirate; Bilgewater,[Assault] (+1 {Might} while I'm an attacker.),Cross him and you’ll learn just how petty he can be.,False,False,,https://riftbound.gg/cards/ogn-215-petty-officer/
OGN-216,Soaring Scout,Origins,Common,Unit,,Order,2,1,Bird; Freljord,"[Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)",“Show us a path!” —Ashe,False,False,,https://riftbound.gg/cards/ogn-216-soaring-scout/
OGN-217,Trifarian Gloryseeker,Origins,Common,Unit,,Order,2,2,Trifarian; Noxus,"[Legion] — When you play me, buff me. (If I don't have a buff, I get a +1 {Might} buff. Get the effect if you've played another card this turn.)",War demands your life but offers immortality.,False,False,,https://riftbound.gg/cards/ogn-217-trifarian-gloryseeker/
OGN-218,Vanguard Captain,Origins,Common,Unit,,Order,3,3,Elite; Demacia,"[Legion] — When you play me, play two 1 {Might} Recruit unit tokens here. (Get the effect if you've played another card this turn.)","“Soldiers, to me!”",False,False,,https://riftbound.gg/cards/ogn-218-vanguard-captain/
OGN-218-P,Vanguard Captain (Origins Nexus Night Promo),Origins,Common,Unit,,Order,3,3,Elite; Demacia,"[Legion] — When you play me, play two 1 {Might} Recruit unit tokens here._ (Get the effect if you've played another card this turn.)_",,True,False,,https://riftbound.gg/cards/ogn-218-p-vanguard-captain/
OGN-219,Vanguard Sergeant,Origins,Common,Unit,,Order,4,4,Elite; Demacia,,"He knew his orders: hold the line, or there would be nothing left to hold.",False,False,,https://riftbound.gg/cards/ogn-219-vanguard-sergeant/
OGN-220,Facebreaker,Origins,Uncommon,Spell,,Order,2,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Action] (Play on your turn or in showdowns.)
Stun a friendly unit and an enemy unit at the same battlefield. (They don't deal combat damage this turn.)",“Play nice!” — Sett,False,False,,https://riftbound.gg/cards/ogn-220-facebreaker/
OGN-221,Imperial Decree,Origins,Uncommon,Spell,,Order,5,,,"[Action] (Play on your turn or in showdowns.)
When any unit takes damage this turn, kill it.","“With a word, I end you.” —Azir",False,False,,https://riftbound.gg/cards/ogn-221-imperial-decree/
OGN-222,Noxian Drummer,Origins,Uncommon,Unit,,Order,3,3,Trifarian; Noxus,"When I move to a battlefield, play a 1 {Might} Recruit unit token here. (It is also at the battlefield.)",Even the Legion's musicians are hard to beat.,False,False,,https://riftbound.gg/cards/ogn-222-noxian-drummer/
OGN-223,Peak Guardian,Origins,Uncommon,Unit,,Order,6,5,Mount Targon,"When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 {Might} buff if it doesn't already have one.)",Mount Targon’s blessing is bestowed upon those who have proven they are strong enough without it.,False,False,,https://riftbound.gg/cards/ogn-223-peak-guardian/
OGN-224,Salvage,Origins,Uncommon,Spell,,Order,2,,,"[Action] (Play on your turn or in showdowns.)
You may kill a gear. Draw 1.",One person’s treasure is another one’s trash.,False,False,"[Action] (Play on your turn or in showdowns.)
You may kill up to one gear. Draw 1.",https://riftbound.gg/cards/ogn-224-salvage/
OGN-225,Solari Chief,Origins,Uncommon,Unit,,Order,5,4,Mount Targon,"When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)","The sun has many rays, each tasked with driving out the darkness.",False,False,,https://riftbound.gg/cards/ogn-225-solari-chief/
OGN-226,Spectral Matron,Origins,Uncommon,Unit,,Order,4,4,Spirit; Shadow Isles,"When you play me, you may play a unit costing no more than {3 Energy} and no more than {Any Rune} from your trash, ignoring its cost.",“Come—there is use for you yet.”,False,False,,https://riftbound.gg/cards/ogn-226-spectral-matron/
OGN-227,Symbol of the Solari,Origins,Uncommon,Gear,,Order,1,,,"If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)","“Next time, try to leave a dent!”  
—Leona",False,False,,https://riftbound.gg/cards/ogn-227-symbol-of-the-solari/
OGN-228,Vanguard Helm,Origins,Uncommon,Gear,,Order,2,,,"When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff.)",Vanguard soldiers share both a helm and a vision.,False,False,,https://riftbound.gg/cards/ogn-228-vanguard-of-helm/
OGN-229,Vengeance,Origins,Uncommon,Spell,,Order,4,,,Kill a unit.,A brief moment of turmoil—then peace.,False,False,,https://riftbound.gg/cards/ogn-229-vengeance/
OGN-229-P,Vengeance (Origins Nexus Night Promo),Origins,Uncommon,Spell,,Order,4,,,Kill a unit.,,True,False,,https://riftbound.gg/cards/ogn-229-p-vengeance/
OGN-230,Albus Ferros,Origins,Rare,Unit,,Order,4,3,Piltover,"When you play me, spend any number of buffs. For each buff spent, channel 1 rune exhausted.","In Piltover, the best way to become a great inventor is to find a great investor.",False,False,,https://riftbound.gg/cards/ogn-230-albus-ferros/
OGN-231,Commander Ledros,Origins,Rare,Unit,,Order,6,8,Spirit; Shadow Isles,"As you play me, you may kill any number of friendly units as an additional cost. Reduce my cost by {Order Rune} for each killed this way.
[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)",,False,False,,https://riftbound.gg/cards/ogn-231-commander-ledros/
OGN-232,Fiora - Victorious,Origins,Rare,Unit,Champion,Order,4,4,Fiora; Demacia,"While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ {Might}.)","""I long for a worthy opponent.""",False,False,,https://riftbound.gg/cards/ogn-232-fiora-victorious/
OGN-233,Grand Strategem,Origins,Rare,Spell,,Order,6,,,"[Action] (Play on your turn or in showdowns.)
Give friendly units +5 {Might} this turn.",You need not understand the plan—only believe in it.,False,False,,https://riftbound.gg/cards/ogn-233-grand-strategem/
OGN-234,Harnessed Dragon,Origins,Rare,Unit,,Order,8,6,Dragon; Demacia,"When you play me, kill an enemy unit.","What bends a dragon's will is not strength, but sense of purpose.",False,False,,https://riftbound.gg/cards/ogn-234-harnessed-dragon/
OGN-235,Karma - Channeler,Origins,Rare,Unit,Champion,Order,6,6,Vi; Ionia,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff. Runes aren't cards.)",“Heart and mind as one.”,False,False,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards to your Main Deck, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff. Runes aren't cards.)",https://riftbound.gg/cards/ogn-235-karma-channeler/
OGN-236,Karthus - Eternal,Origins,Rare,Unit,Champion,Order,3,3,Spirit; Karthus; Shadow Isles,Your [Deathknell] effects trigger an additional time.,“We all have a place among the divine. We have only to accept it.”,False,False,,https://riftbound.gg/cards/ogn-236-karthus-eternal/
OGN-237,King's Edict,Origins,Rare,Spell,,Order,6,,,"Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.",Ruling is about making the hard choices. Serving is about living with the consequences.,False,False,,https://riftbound.gg/cards/ogn-237-kings-edict/
OGN-238,Leona - Determined,Origins,Rare,Unit,Champion,Order,4,4,Leona; Mount Targon,"[Shield] (+1 {Might} while I'm a defender.)
When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",“First light approaches.”,False,False,,https://riftbound.gg/cards/ogn-238-leona-determined/
OGN-238a,Leona - Determined,Origins,Showcase,Unit,Champion,Order,4,4,Leona; Mount Targon,"[Shield] (+1 {Might} while I'm a defender.)
When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",“First light approaches.”,False,False,,https://riftbound.gg/cards/ogn-238a-leona-determined/
OGN-239,Machine Evangel,Origins,Rare,Unit,,Order,5,4,Piltover,"[Deathknell] — Play three 1 {Might} Recruit unit tokens into your base. (When I die, get the effect.)",The future is built by those who never see it.,False,False,,https://riftbound.gg/cards/ogn-239-machine-evangel/
OGN-240,Sett - Kingpin,Origins,Rare,Unit,Champion,Order,4,5,Sett; Ionia,"[Tank] (I must be assigned combat damage first.)
I get +1 {Might} for each buffed friendly unit at my battlefield.",“Bein’ the boss is a lot better than not bein’ the boss.”,False,False,,https://riftbound.gg/cards/ogn-240-sett-kingpin/
OGN-240a,Sett - Kingpin,Origins,Showcase,Unit,Champion,Order,4,5,Sett; Ionia,"[Tank] (I must be assigned combat damage first.)
I get +1 {Might} for each buffed friendly unit at my battlefield.",“Bein’ the boss is a lot better than not bein’ the boss.”,False,False,,https://riftbound.gg/cards/ogn-240a-sett-kingpin/
OGN-241,Shen - Kinkou,Origins,Rare,Unit,Champion,Order,3,3,Shen; Ionia,"[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 {Might} while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",“Train carefully.”,False,False,,https://riftbound.gg/cards/ogn-241-shen-kinkou/
OGN-242,Baited Hook,Origins,Epic,Gear,,Order,3,,,"{1 Energy}{Order Rune}, {Exhaust}: Kill a friendly unit. Look at the top 5 cards of your Main Deck. You may banish a unit from among them that has Might up to 1 more than the killed unit and play it, ignoring its cost. Then recycle the rest.",There’s always a bigger fish—sometimes a MUCH bigger fish.,False,False,"{1 Energy}{Order Rune}, {Exhaust}: Kill a friendly unit. Look at the top 5 cards of your Main Deck. You may banish a unit from among them that has Might up to 1 more than the killed unit and play it, ignoring its cost. Then recycle the rest.",https://riftbound.gg/cards/ogn-242-baited-hook/
OGN-243,Darius - Executioner,Origins,Epic,Unit,Champion,Order,6,6,Trifarian; Darius; Noxus,"[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn)
Other friendly units have +1 {Might} here.",“They will regret opposing me.”,False,False,,https://riftbound.gg/cards/ogn-243-darius-executioner/
OGN-243a,Darius - Executioner,Origins,Showcase,Unit,Champion,Order,6,6,Trifarian; Darius; Noxus,"[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn)
Other friendly units have +1 {Might} here.",“They will regret opposing me.”,False,False,,https://riftbound.gg/cards/ogn-243a-darius-executioner/
OGN-244,Divine Judgment,Origins,Epic,Spell,,Order,7,,,"Each player chooses 2 units, 2 gear, 2 runes, and 2 cards in their hands. Recycle the rest.",Equality isn’t always equal.,False,False,,https://riftbound.gg/cards/ogn-244-divine-judgment/
OGN-245,Seal of Unity,Origins,Epic,Gear,,Order,,,,{Exhaust}: [Reaction] — [Add] {Order Rune}. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/ogn-245-seal-of-unity/
OGN-246,Viktor - Leader,Origins,Epic,Unit,Champion,Order,4,4,Viktor; Zaun,"When another non-Recruit unit you control dies, play a 1 {Might} Recruit unit token into your base.",“I am the first of many.”,False,False,,https://riftbound.gg/cards/ogn-246-viktor-leader/
OGN-246-P,Viktor - Leader (Origins Release Event Promo),Origins,Epic,Unit,,Order,4,4,Viktor; Zaun,"When another non-Recruit unit you control dies, play a 1 {Might} Recruit unit token into your base.",,True,False,,https://riftbound.gg/cards/ogn-246-p-viktor-leader/
OGN-246a,Viktor - Leader,Origins,Showcase,Unit,Champion,Order,4,4,Viktor; Zaun,"When another non-Recruit unit you control dies, play a 1 {Might} Recruit unit token into your base.",“I am the first of many.”,False,False,,https://riftbound.gg/cards/ogn-246a-viktor-leader/
OGN-246b,Viktor - Leader (Arcane Box Set Promo),Origins,Showcase,Unit,Champion,Order,4,4,Viktor; Zaun,"When another non-Recruit unit you control dies, play a 1 {Might} Recruit unit token into your base.",,True,False,,https://riftbound.gg/cards/ogn-246b-viktor-leader/
OGN-247,Kai'Sa - Daughter of the Void,Origins,Rare,Legend,Champion,Fury; Mind,,,Kai'Sa,{Exhaust}: [Reaction] — [Add] {Any Rune}. Use only to play spells. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/ogn-247-kaisa-daughter-of-the-void/
OGN-247-P,"Kai'Sa, Daughter of the Void (Origins Release Event Promo)",Origins,Rare,Legend,,Fury; Mind,,,Kai'Sa,{Exhaust}: [Reaction] — [Add] {Any Rune}. Use only to play spells. (Abilities that add resources can't be reacted to.),,True,False,,https://riftbound.gg/cards/ogn-247-p-kaisa-daughter-of-the-void/
OGN-248,Icathian Rain,Origins,Epic,Spell,Signature,Fury; Mind,7,,Kai'Sa,"Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.",,False,False,"Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.
Deal 2 to a unit.",https://riftbound.gg/cards/ogn-248-icathian-rain/
OGN-249,Volibear - Relentless Storm,Origins,Rare,Legend,Champion,Fury; Body,,,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ {Might}.)",,False,False,,https://riftbound.gg/cards/ogn-249-volibear-relentless-storm/
OGN-249-P,Volibear - Relentless Storm (Origins Release Event Promo),Origins,Rare,Legend,,Fury; Body,,,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ {Might}.)",,True,False,,https://riftbound.gg/cards/ogn-249-p-volibear-relentless-storm/
OGN-250,Stormbringer,Origins,Epic,Spell,Signature,Fury; Body,6,,Volibear,"Choose a friendly unit in your base. Deal damage equal to its Might to all enemy units at a battlefield, then move your unit there.",,False,False,,https://riftbound.gg/cards/ogn-250-stormbringer/
OGN-251,Jinx - Loose Cannon,Origins,Rare,Legend,,Fury; Chaos,,,Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",,False,False,,https://riftbound.gg/cards/ogn-251-jinx-loose-cannon/
OGN-251-P,Jinx - Loose Cannon (Origins Release Event Promo),Origins,Rare,Legend,,Fury; Chaos,,,Jinx,"At the start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",,True,False,,https://riftbound.gg/cards/ogn-251-p-jinx-loose-cannon/
OGN-252,Super Mega Death Rocket!,Origins,Epic,Spell,Signature,Fury; Chaos,4,,Jinx,"Deal 5 to a unit.
When you conquer, you may discard 1 to return this from your trash to your hand.",,False,False,,https://riftbound.gg/cards/ogn-252-super-mega-death-rocket/
OGN-253,Darius - Hand of Noxus,Origins,Rare,Legend,,Fury; Order,,,Darius,"{Exhaust}: [Reaction], [Legion] — [Add] {1 Energy}. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",,False,False,,https://riftbound.gg/cards/ogn-253-darius-hand-of-noxus/
